z,D,f,sigma_8,f_sigma_8
2.997419299216579347e+01,3.209593545182206492e-02,9.951035136561379169e-01,3.332631160991642028e-02,3.316312978022717406e-02
3.004559588128354264e+01,3.202247815500811057e-02,9.950962325573802225e-01,3.325003837689852887e-02,3.308698792124003391e-02
3.011716337106015828e+01,3.194918951397360957e-02,9.950889525736340557e-01,3.317394026496627707e-02,3.301102147100559714e-02
3.018889584093935952e+01,3.187606914018095705e-02,9.950816738466750078e-01,3.309801687068773118e-02,3.293523002868943561e-02
3.026079367123954356e+01,3.180311664598078902e-02,9.950743965094925869e-01,3.302226779155324754e-02,3.285961319405470565e-02
3.033285724315584986e+01,3.173033164460984518e-02,9.950671207057628642e-01,3.294669262597325204e-02,3.278417056810499497e-02
3.040508693876216029e+01,3.165771375018940764e-02,9.950598465639949319e-01,3.287129097327663035e-02,3.270890175222907620e-02
3.047748314101313838e+01,3.158526257772269197e-02,9.950525742382017036e-01,3.279606243370799395e-02,3.263380634953792075e-02
3.055004623374625794e+01,3.151297774309247401e-02,9.950453038702493647e-01,3.272100660842526543e-02,3.255888396362095760e-02
3.062277660168378901e+01,3.144085886305955646e-02,9.950380356040191554e-01,3.264612309949800617e-02,3.248413419901149263e-02
3.069567463043489752e+01,3.136890555526102714e-02,9.950307695775996164e-01,3.257141150990568862e-02,3.240955666093014303e-02
3.076874070649769166e+01,3.129711743820798309e-02,9.950235059417523731e-01,3.249687144353528845e-02,3.233515095588489902e-02
3.084197521726124336e+01,3.122549413128346621e-02,9.950162448366509649e-01,3.242250250517915433e-02,3.226091669091027403e-02
3.091537855100760268e+01,3.115403525474070429e-02,9.950089864162421360e-01,3.234830430053316913e-02,3.218685347435767258e-02
3.098895109691397920e+01,3.108274042970048806e-02,9.950017308240564073e-01,3.227427643619404374e-02,3.211296091510713185e-02
3.106269324505464624e+01,3.101160927815015469e-02,9.949944782072963623e-01,3.220041851965826235e-02,3.203923862302393566e-02
3.113660538640315423e+01,3.094064142294120773e-02,9.949872287124207348e-01,3.212673015931958448e-02,3.196568620881314049e-02
3.121068791283433796e+01,3.086983648778691622e-02,9.949799824982071828e-01,3.205321096446658163e-02,3.189230328443630469e-02
3.128494121712635234e+01,3.079919409726058349e-02,9.949727397146593821e-01,3.197986054528083322e-02,3.181908946243081071e-02
3.135936569296281817e+01,3.072871387679376037e-02,9.949655005067797875e-01,3.190667851283504608e-02,3.174604435603183700e-02
3.143396173493491119e+01,3.065839545267427108e-02,9.949582650384847238e-01,3.183366447909104918e-02,3.167316757993366566e-02
3.150872973854341552e+01,3.058823845204380540e-02,9.949510334610633944e-01,3.176081805689726784e-02,3.160045874927874116e-02
3.158367010020086951e+01,3.051824250289650667e-02,9.949438059270895307e-01,3.168813885998723184e-02,3.152791748010180112e-02
3.165878321723357658e+01,3.044840723407703231e-02,9.949365825884326497e-01,3.161562650297761873e-02,3.145554338926483118e-02
3.173406948788380788e+01,3.037873227527816689e-02,9.949293636159758369e-01,3.154328060136572798e-02,3.138333609507695798e-02
3.180952931131189132e+01,3.030921725703885836e-02,9.949221491585811261e-01,3.147110077152746876e-02,3.131129521599439192e-02
3.188516308759827922e+01,3.023986181074309054e-02,9.949149393730475355e-01,3.139908663071618034e-02,3.123942037156805449e-02
3.196097121774576522e+01,3.017066556861694102e-02,9.949077344279334545e-01,3.132723779705956502e-02,3.116771118255765721e-02
3.203695410368147378e+01,3.010162816372719333e-02,9.949005344802849260e-01,3.125555388955827962e-02,3.109616727019888158e-02
3.211311214825909843e+01,3.003274922997939064e-02,9.948933396915861094e-01,3.118403452808387807e-02,3.102478825670310428e-02
3.218944575526101914e+01,2.996402840211593796e-02,9.948861502215267105e-01,3.111267933337685462e-02,3.095357376506015570e-02
3.226595532940044819e+01,2.989546531571397187e-02,9.948789662429595726e-01,3.104148792704443729e-02,3.088252341950127947e-02
3.234264127632348362e+01,2.982705960718357377e-02,9.948717879130167807e-01,3.097045993155874213e-02,3.081163684459829397e-02
3.241950400261141851e+01,2.975881091376574375e-02,9.948646154086154825e-01,3.089959497025464297e-02,3.074091366636437506e-02
3.249654391578275181e+01,2.969071887353040215e-02,9.948574488888288769e-01,3.082889266732771402e-02,3.067035351108517161e-02
3.257376142429544785e+01,2.962278312537509548e-02,9.948502885261674145e-01,3.075835264783287684e-02,3.059995600628614282e-02
3.265115693754906090e+01,2.955500330902209941e-02,9.948431344945904975e-01,3.068797453768140268e-02,3.052972078035714673e-02
3.272873086588688807e+01,2.948737906501748204e-02,9.948359869554865842e-01,3.061775796363994107e-02,3.045964746212195123e-02
3.280648362059815071e+01,2.941991003472918531e-02,9.948288460809971978e-01,3.054770255332850404e-02,3.038973568155332872e-02
3.288441561392023971e+01,2.935259586034423898e-02,9.948217120537166114e-01,3.047780793521761775e-02,3.031998506975754071e-02
3.296252725904081871e+01,2.928543618486735556e-02,9.948145850471272755e-01,3.040807373862680282e-02,3.025039525837447049e-02
3.304081897010007651e+01,2.921843065211930657e-02,9.948074652274391250e-01,3.033849959372294028e-02,3.018096587963520899e-02
3.311929116219285163e+01,2.915157890673502478e-02,9.948003527774696986e-01,3.026908513151829391e-02,3.011169656708565998e-02
3.319794425137087757e+01,2.908488059416140456e-02,9.947932478732391948e-01,3.019982998386818926e-02,3.004258695487186867e-02
3.327677865464502105e+01,2.901833536065572330e-02,9.947861506923474373e-01,3.013073378346942111e-02,2.997363667799341630e-02
3.335579478998743497e+01,2.895194285328371239e-02,9.947790614149605304e-01,3.006179616385822387e-02,2.990484537233074544e-02
3.343499307633383921e+01,2.888570271991738186e-02,9.947719802268140121e-01,2.999301675940800951e-02,2.983621267473232641e-02
3.351437393358561678e+01,2.881961460923376794e-02,9.947649073005173648e-01,2.992439520532809427e-02,2.976773822245224951e-02
3.359393778261217989e+01,2.875367817071281668e-02,9.947578428228039948e-01,2.985593113766146431e-02,2.969942165396630140e-02
3.367368504525314421e+01,2.868789305463554165e-02,9.947507869775322753e-01,2.978762419328289182e-02,2.963126260845913573e-02
3.375361614432057422e+01,2.862225891208183479e-02,9.947437399564925675e-01,2.971947400989665908e-02,2.956326072614438166e-02
3.383373150360116455e+01,2.855677539492874548e-02,9.947367019457632464e-01,2.965148022603474390e-02,2.949541564785581466e-02
3.391403154785860607e+01,2.849144215584915180e-02,9.947296731277495141e-01,2.958364248105548044e-02,2.942772701510852282e-02
3.399451670283571758e+01,2.842625884830956087e-02,9.947226536984251632e-01,2.951596041514123470e-02,2.936019447060695883e-02
3.407518739525677631e+01,2.836122512656833947e-02,9.947156438376734133e-01,2.944843366929661421e-02,2.929281765736540047e-02
3.415604405282980593e+01,2.829634064567401741e-02,9.947086437481515997e-01,2.938106188534666055e-02,2.922559621985368686e-02
3.423708710424871526e+01,2.823160506146307064e-02,9.947016536190529390e-01,2.931384470593456637e-02,2.915852980292523225e-02
3.431831697919568569e+01,2.816701803055848136e-02,9.946946736454039817e-01,2.924678177452019745e-02,2.909161805238471774e-02
3.439973410834345913e+01,2.810257921036793741e-02,9.946877040187545038e-01,2.917987273537818796e-02,2.902486061471278370e-02
3.448133892335751938e+01,2.803828825908182346e-02,9.946807449414836189e-01,2.911311723359587614e-02,2.895825713748189159e-02
3.456313185689852219e+01,2.797414483567159382e-02,9.946737966069605363e-01,2.904651491507162508e-02,2.889180726877500077e-02
3.464511334262441977e+01,2.791014859988794061e-02,9.946668592164217282e-01,2.898006542651289374e-02,2.882551065767599216e-02
3.472728381519287666e+01,2.784629921225883695e-02,9.946599329712393356e-01,2.891376841543421769e-02,2.875936695404173599e-02
3.480964371026358606e+01,2.778259633408809368e-02,9.946530180704419299e-01,2.884762353015572073e-02,2.869337580842928545e-02
3.489219346450050097e+01,2.771903962745301056e-02,9.946461147249258117e-01,2.878163041980066547e-02,2.862753687250346735e-02
3.497493351557421448e+01,2.765562875520313768e-02,9.946392231288566643e-01,2.871578873429416270e-02,2.856184979821072001e-02
3.505786430216423355e+01,2.759236338095846092e-02,9.946323434951482856e-01,2.865009812436129788e-02,2.849631423879942990e-02
3.514098626396131664e+01,2.752924316910725783e-02,9.946254760306315612e-01,2.858455824152489333e-02,2.843092984810200938e-02
3.522429984166984696e+01,2.746626778480434905e-02,9.946186209453802274e-01,2.851916873810371456e-02,2.836569628080131550e-02
3.530780547701012750e+01,2.740343689396985624e-02,9.946117784445834831e-01,2.845392926721114490e-02,2.830061319219726035e-02
3.539150361272069745e+01,2.734075016328704408e-02,9.946049487435066894e-01,2.838883948275297553e-02,2.823568023863116255e-02
3.547539469256076927e+01,2.727820726020060635e-02,9.945981320496939393e-01,2.832389903942562903e-02,2.817089707697685227e-02
3.555947916131247410e+01,2.721580785291535451e-02,9.945913285758728462e-01,2.825910759271475087e-02,2.810626336500670133e-02
3.564375746478330598e+01,2.715355161039359824e-02,9.945845385466822730e-01,2.819446479889255522e-02,2.804177876157722821e-02
3.572823004980845951e+01,2.709143820235396585e-02,9.945777621692263315e-01,2.812997031501655865e-02,2.797744292579593464e-02
3.581289736425312498e+01,2.702946729926978056e-02,9.945709996660487828e-01,2.806562379892789394e-02,2.791325551795096477e-02
3.589775985701502492e+01,2.696763857236680190e-02,9.945642512592847151e-01,2.800142490924897518e-02,2.784921619906029211e-02
3.598281797802660975e+01,2.690595169362199404e-02,9.945575171638589840e-01,2.793737330538223484e-02,2.778532463068082714e-02
3.606807217825758016e+01,2.684440633576143723e-02,9.945507976110770088e-01,2.787346864750792075e-02,2.772158047556634933e-02
3.615352290971723903e+01,2.678300217225878729e-02,9.945440928152738946e-01,2.780971059658252087e-02,2.765798339673347303e-02
3.623917062545685042e+01,2.672173887733370057e-02,9.945374030112688057e-01,2.774609881433712233e-02,2.759453305850488591e-02
3.632501577957204830e+01,2.666061612594974525e-02,9.945307284163599215e-01,2.768263296327523951e-02,2.753122912544886045e-02
3.641105882720531639e+01,2.659963359381301712e-02,9.945240692670762606e-01,2.761931270667138116e-02,2.746807126339868843e-02
3.649730022454834710e+01,2.653879095737011681e-02,9.945174257925265549e-01,2.755613770856894101e-02,2.740505913871035468e-02
3.658374042884440058e+01,2.647808789380655739e-02,9.945107982211786046e-01,2.749310763377855321e-02,2.734219241844988713e-02
3.667037989839087686e+01,2.641752408104575123e-02,9.945041867799109259e-01,2.743022214787704458e-02,2.727947077036676007e-02
3.675721909254158959e+01,2.635709919774611651e-02,9.944975917136280597e-01,2.736748091720441964e-02,2.721689386342846656e-02
3.684425847170930979e+01,2.629681292330021680e-02,9.944910132504485301e-01,2.730488360886296900e-02,2.715446136686369694e-02
3.693149849736818169e+01,2.623666493783284939e-02,9.944844516287257852e-01,2.724242989071528828e-02,2.709217295090200067e-02
3.701893963205610305e+01,2.617665492219920995e-02,9.944779070914735453e-01,2.718011943138237338e-02,2.703002828661743573e-02
3.710658233937729733e+01,2.611678255798328269e-02,9.944713798758247902e-01,2.711795190024194474e-02,2.696802704563985159e-02
3.719442708400464426e+01,2.605704752749606751e-02,9.944648702301662757e-01,2.705592696742660508e-02,2.690616890061875432e-02
3.728247433168224489e+01,2.599744951377415403e-02,9.944583783937870347e-01,2.699404430382236486e-02,2.684445352466923243e-02
3.737072454922786591e+01,2.593798820057807361e-02,9.944519046023098108e-01,2.693230358106692146e-02,2.678288059151960956e-02
3.745917820453533409e+01,2.587866327239052647e-02,9.944454491170295896e-01,2.687070447154784117e-02,2.672144977629936982e-02
3.754783576657717248e+01,2.581947441441445265e-02,9.944390121769510760e-01,2.680924664840052610e-02,2.666016075424365583e-02
3.763669770540690251e+01,2.576042131257173101e-02,9.944325940373514028e-01,2.674792978550688191e-02,2.659901320173054320e-02
3.772576449216169436e+01,2.570150365350136468e-02,9.944261949464693329e-01,2.668675355749342698e-02,2.653800679565234202e-02
3.781503659906481118e+01,2.564272112455764918e-02,9.944198151620089465e-01,2.662571763972939112e-02,2.647714121385554356e-02
3.790451449942806050e+01,2.558407341380890612e-02,9.944134549350203134e-01,2.656482170832540415e-02,2.641641613470869371e-02
3.799419866765433085e+01,2.552556021003556108e-02,9.944071145272573853e-01,2.650406544013150442e-02,2.635583123756277471e-02
3.808408957924018523e+01,2.546718120272842972e-02,9.944007941934921435e-01,2.644344851273534164e-02,2.629538620227874282e-02
3.817418771077830542e+01,2.540893608208744797e-02,9.943944941951264882e-01,2.638297060446087236e-02,2.623508070958776098e-02
3.826449353995997171e+01,2.535082453901990607e-02,9.943882147824626427e-01,2.632263139436653160e-02,2.617491444062093955e-02
3.835500754557774172e+01,2.529284626513896017e-02,9.943819562308907622e-01,2.626243056224366809e-02,2.611488707786178975e-02
3.844573020752783066e+01,2.523500095276132518e-02,9.943757188035475814e-01,2.620236778861415733e-02,2.605499830415812512e-02
3.853666200681276877e+01,2.517728829490608472e-02,9.943695027688294052e-01,2.614244275472919071e-02,2.599524780318265144e-02
3.862780342554393087e+01,2.511970798529330334e-02,9.943633083896948888e-01,2.608265514256778717e-02,2.593563525915119558e-02
3.871915494694401616e+01,2.506225971834203856e-02,9.943571359439355994e-01,2.602300463483476350e-02,2.587616035735005801e-02
3.881071705534971983e+01,2.500494318916886630e-02,9.943509856994202645e-01,2.596349091495919401e-02,2.581682278348761822e-02
3.890249023621419155e+01,2.494775809358642724e-02,9.943448579282055944e-01,2.590411366709290467e-02,2.575762222406158264e-02
3.899447497610972135e+01,2.489070412810161573e-02,9.943387529058821395e-01,2.584487257610858582e-02,2.569855836633924348e-02
3.908667176273026911e+01,2.483378098991427183e-02,9.943326709077916492e-01,2.578576732759843559e-02,2.563963089825782235e-02
3.917908108489397279e+01,2.477698837691529390e-02,9.943266122153354702e-01,2.572679760787219966e-02,2.558083950858516115e-02
3.927170343254589824e+01,2.472032598768478945e-02,9.943205771133002413e-01,2.566796310395525610e-02,2.552218388684768594e-02
3.936453929676047636e+01,2.466379352149090931e-02,9.943145658798259179e-01,2.560926350358740458e-02,2.546366372307157927e-02
3.945758916974423869e+01,2.460739067828818932e-02,9.943085788029962790e-01,2.555069849522113856e-02,2.540527870820718723e-02
3.955085354483836824e+01,2.455111715871580169e-02,9.943026161686171482e-01,2.549226776801983424e-02,2.534702853381303606e-02
3.964433291652127167e+01,2.449497266409613946e-02,9.942966782609303777e-01,2.543397101185627951e-02,2.528891289207349166e-02
3.973802778041125805e+01,2.443895689643339406e-02,9.942907653720183259e-01,2.537580791731118904e-02,2.523093147603666306e-02
3.983193863326918915e+01,2.438306955841151868e-02,9.942848777985136000e-01,2.531777817567111566e-02,2.517308397952703128e-02
3.992606597300108007e+01,2.432731035339273998e-02,9.942790158337723172e-01,2.525988147892686830e-02,2.511537009694514086e-02
4.002041029866067134e+01,2.427167898541646857e-02,9.942731797630361967e-01,2.520211751977241219e-02,2.505778952314583960e-02
4.011497211045221434e+01,2.421617515919774477e-02,9.942673698893444989e-01,2.514448599160323469e-02,2.500034195409081561e-02
4.020975190973300784e+01,2.416079858012485856e-02,9.942615865174734280e-01,2.508698658851387861e-02,2.494302708643838726e-02
4.030475019901611233e+01,2.410554895425843711e-02,9.942558299400393595e-01,2.502961900529701231e-02,2.488584461719456353e-02
4.039996748197302878e+01,2.405042598832979328e-02,9.942501004732292591e-01,2.497238293744168114e-02,2.482879424460734605e-02
4.049540426343627786e+01,2.399542938973898282e-02,9.942443984142401714e-01,2.491527808113132292e-02,2.477187566709791733e-02
4.059106104940219950e+01,2.394055886655390222e-02,9.942387240732483145e-01,2.485830413324280688e-02,2.471508858406008466e-02
4.068693834703352508e+01,2.388581412750838059e-02,9.942330777593938462e-01,2.480146079134448039e-02,2.465843269550735406e-02
4.078303666466215560e+01,2.383119488200078490e-02,9.942274597788320900e-01,2.474474775369468402e-02,2.460190770202382721e-02
4.087935651179181917e+01,2.377670084009230606e-02,9.942218704548426711e-01,2.468816471923999945e-02,2.454551330526004785e-02
4.097589839910073550e+01,2.372233171250542894e-02,9.942163100978924639e-01,2.463171138761365009e-02,2.448924920718948198e-02
4.107266283844439414e+01,2.366808721062256191e-02,9.942107790244819610e-01,2.457538745913408554e-02,2.443311511057418353e-02
4.116965034285820479e+01,2.361396704648457967e-02,9.942052775521585950e-01,2.451919263480345848e-02,2.437711071883961675e-02
4.126686142656026846e+01,2.355997093278919263e-02,9.941998060079133559e-01,2.446312661630594201e-02,2.432123573627838903e-02
4.136429660495409877e+01,2.350609858288927115e-02,9.941943647064107603e-01,2.440718910600598104e-02,2.426548986751484588e-02
4.146195639463128657e+01,2.345234971079157918e-02,9.941889539849151358e-01,2.435137980694697737e-02,2.420987281835799976e-02
4.155984131337429943e+01,2.339872403115483140e-02,9.941835741669585724e-01,2.429569842284928088e-02,2.415438429491083630e-02
4.165795188015924566e+01,2.334522125928864891e-02,9.941782255798456980e-01,2.424014465810909666e-02,2.409902400399767733e-02
4.175628861515860990e+01,2.329184111115198408e-02,9.941729085617555528e-01,2.418471821779685435e-02,2.404379165333357660e-02
4.185485203974393187e+01,2.323858330335132685e-02,9.941676234426655157e-01,2.412941880765534508e-02,2.398868695105946941e-02
4.195364267648871959e+01,2.318544755313951822e-02,9.941623705611223327e-01,2.407424613409848285e-02,2.393370960614728260e-02
4.205266104917104997e+01,2.313243357841404668e-02,9.941571502566408647e-01,2.401919990420955248e-02,2.387885932821354890e-02
4.215190768277649624e+01,2.307954109771575418e-02,9.941519628654210683e-01,2.396427982573984261e-02,2.382413582741547617e-02
4.225138310350085646e+01,2.302676983022714646e-02,9.941468087372076212e-01,2.390948560710691451e-02,2.376953881485353512e-02
4.235108783875286775e+01,2.297411949577104345e-02,9.941416882129959776e-01,2.385481695739317259e-02,2.371506800203485379e-02
4.245102241715714797e+01,2.292158981480904925e-02,9.941366016396734340e-01,2.380027358634431711e-02,2.366072310122282335e-02
4.255118736855684602e+01,2.286918050844022332e-02,9.941315493650577650e-01,2.374585520436791816e-02,2.360650382531659722e-02
4.265158322401656932e+01,2.281689129839930413e-02,9.941265317456927653e-01,2.369156152253160466e-02,2.355240988803404892e-02
4.275221051582519038e+01,2.276472190705543241e-02,9.941215491353290190e-01,2.363739225256172860e-02,2.349844100363608981e-02
4.285306977749854696e+01,2.271267205741052397e-02,9.941166018908702551e-01,2.358334710684166502e-02,2.344459688706632128e-02
4.295416154378244045e+01,2.266074147309780906e-02,9.941116903737590160e-01,2.352942579841030626e-02,2.339087725398160400e-02
4.305548635065531471e+01,2.260892987838061807e-02,9.941068149408422983e-01,2.347562804096080952e-02,2.333728182053547429e-02
4.315704473533121899e+01,2.255723699815075090e-02,9.941019759576718018e-01,2.342195354883888636e-02,2.328381030368954080e-02
4.325883723626263588e+01,2.250566255792715159e-02,9.940971737868948832e-01,2.336840203704142888e-02,2.323046242093880151e-02
4.336086439314324537e+01,2.245420628385422918e-02,9.940924088012098592e-01,2.331497322121477839e-02,2.317723789061310047e-02
4.346312674691085221e+01,2.240286790270063291e-02,9.940876813657844036e-01,2.326166681765344177e-02,2.312413643146451342e-02
4.356562483975030631e+01,2.235164714185769105e-02,9.940829918568752088e-01,2.320848254329847815e-02,2.307115776310020988e-02
4.366835921509630225e+01,2.230054372933800919e-02,9.940783406468802763e-01,2.315542011573604175e-02,2.301830160563227839e-02
4.377133041763623567e+01,2.224955739377394368e-02,9.940737281178377849e-01,2.310247925319578594e-02,2.296556767998933490e-02
4.387453899331320883e+01,2.219868786441612715e-02,9.940691546476371210e-01,2.304965967454935052e-02,2.291295570759500216e-02
4.397798548932877338e+01,2.214793487113214665e-02,9.940646206211183333e-01,2.299696109930898097e-02,2.286046541062319859e-02
4.408167045414599272e+01,2.209729814440514542e-02,9.940601264209314447e-01,2.294438324762606771e-02,2.280809651178547157e-02
4.418559443749222737e+01,2.204677741533233801e-02,9.940556724339206784e-01,2.289192584028962307e-02,2.275584873447654422e-02
4.428975799036204819e+01,2.199637241562357390e-02,9.940512590525270031e-01,2.283958859872476516e-02,2.270372180280409366e-02
4.439416166502031302e+01,2.194608287759992546e-02,9.940468866684577520e-01,2.278737124499128144e-02,2.265171544144192056e-02
4.449880601500484545e+01,2.189590853419227587e-02,9.940425556747247704e-01,2.273527350178213696e-02,2.259982937567536418e-02
4.460369159512959669e+01,2.184584911894002154e-02,9.940382664673548252e-01,2.268329509242214201e-02,2.254806333143876199e-02
4.470881896148748780e+01,2.179590436598934436e-02,9.940340194568234589e-01,2.263143574086614804e-02,2.249641703557199099e-02
4.481418867145332996e+01,2.174607401009195570e-02,9.940298150335823424e-01,2.257969517169775009e-02,2.244489021503738579e-02
4.491980128368684433e+01,2.169635778660394115e-02,9.940256536116228725e-01,2.252807311012808636e-02,2.239348259790549522e-02
4.502565735813558234e+01,2.164675543148396331e-02,9.940215355934749475e-01,2.247656928199397858e-02,2.234219391256078366e-02
4.513175745603791000e+01,2.159726668129211685e-02,9.940174613935681691e-01,2.242518341375672464e-02,2.229102388822760961e-02
4.523810213992601348e+01,2.154789127318852346e-02,9.940134314188137088e-01,2.237391523250065184e-02,2.223997225453163903e-02
4.534469197362879811e+01,2.149862894493185725e-02,9.940094460914922214e-01,2.232276446593159727e-02,2.218903874201151247e-02
4.545152752227492954e+01,2.144947943487789110e-02,9.940055058273083999e-01,2.227173084237537085e-02,2.213822308162499697e-02
4.555860935229586772e+01,2.140044248197810195e-02,9.940016110543323791e-01,2.222081409077633629e-02,2.208752500517048925e-02
4.566593803142885122e+01,2.135151782577828644e-02,9.939977621895470516e-01,2.217001394069594358e-02,2.203694424476283081e-02
4.577351412871980330e+01,2.130270520641754789e-02,9.939939596603954985e-01,2.211933012231170892e-02,2.198648053331207428e-02
4.588133821452651517e+01,2.125400436462669337e-02,9.939902038886699875e-01,2.206876236641553204e-02,2.193613360416398275e-02
4.598941086052152372e+01,2.120541504172681127e-02,9.939864953150259197e-01,2.201831040441221132e-02,2.188590319164006662e-02
4.609773263969526624e+01,2.115693697962767530e-02,9.939828343729711913e-01,2.196797396831780963e-02,2.183578903046018427e-02
4.620630412635903639e+01,2.110856992082669678e-02,9.939792214997376085e-01,2.191775279075854760e-02,2.178579085598188192e-02
4.631512589614802522e+01,2.106031360840753333e-02,9.939756571325676360e-01,2.186764660496937074e-02,2.173590840411719280e-02
4.642419852602445474e+01,2.101216778603847563e-02,9.939721417208313703e-01,2.181765514479225634e-02,2.168614141159567327e-02
4.653352259428051241e+01,2.096413219797121572e-02,9.939686757091764635e-01,2.176777814467496797e-02,2.163648961559373057e-02
4.664309868054154151e+01,2.091620658903969171e-02,9.939652595430702453e-01,2.171801533966981335e-02,2.158695275385528675e-02
4.675292736576907515e+01,2.086839070465865489e-02,9.939618936694950557e-01,2.166836646543220113e-02,2.153753056470557314e-02
4.686300923226380633e+01,2.082068429082217093e-02,9.939585785546977137e-01,2.161883125821903451e-02,2.148822278743325875e-02
4.697334486366889905e+01,2.077308709410223206e-02,9.939553146485459179e-01,2.156940945488732692e-02,2.143902916151585458e-02
4.708393484497283765e+01,2.072559886164756712e-02,9.939521024118865844e-01,2.152010079289291833e-02,2.138994942721162210e-02
4.719477976251270235e+01,2.067821934118239599e-02,9.939489423084694186e-01,2.147090501028920198e-02,2.134098332538256898e-02
4.730588020397724591e+01,2.063094828100483016e-02,9.939458348067643501e-01,2.142182184572546944e-02,2.129213059753138487e-02
4.741723675840992769e+01,2.058378542998564806e-02,9.939427803718845489e-01,2.137285103844563383e-02,2.124339098562677206e-02
4.752885001621208971e+01,2.053673053756712233e-02,9.939397794787535600e-01,2.132399232828699476e-02,2.119476423238420698e-02
4.764072056914613285e+01,2.048978335376136842e-02,9.939368325995041609e-01,2.127524545567855904e-02,2.114625008099414033e-02
4.775284901033862184e+01,2.044294362914934188e-02,9.939339402161158077e-01,2.122661016163996522e-02,2.109784827539025465e-02
4.786523593428333356e+01,2.039621111487920080e-02,9.939311028100920042e-01,2.117808618777980434e-02,2.104955856002715953e-02
4.797788193684461078e+01,2.034958556266517823e-02,9.939283208628865163e-01,2.112967327629444378e-02,2.100138067988874258e-02
4.809078761526028956e+01,2.030306672478630545e-02,9.939255948657378381e-01,2.108137116996669502e-02,2.095331438069456334e-02
4.820395356814506727e+01,2.025665435408482290e-02,9.939229253068072589e-01,2.103317961216416912e-02,2.090535940862570802e-02
4.831738039549357211e+01,2.021034820396525392e-02,9.939203126793609844e-01,2.098509834683832259e-02,2.085751551049668667e-02
4.843106869868352504e+01,2.016414802839297873e-02,9.939177574782975810e-01,2.093712711852296210e-02,2.080978243368039257e-02
4.854501908047900827e+01,2.011805358189280163e-02,9.939152602043256346e-01,2.088926567233276299e-02,2.076215992619390507e-02
4.865923214503358452e+01,2.007206461954772619e-02,9.939128213619026209e-01,2.084151375396199601e-02,2.071464773665326539e-02
4.877370849789357266e+01,2.002618089699759532e-02,9.939104414547630384e-01,2.079387110968312913e-02,2.066724561417860109e-02
4.888844874600120960e+01,1.998040217043796710e-02,9.939081209914357729e-01,2.074633748634564095e-02,2.061995330850798294e-02
4.900345349769782644e+01,1.993472819661856049e-02,9.939058604885456782e-01,2.069891263137440748e-02,2.057277057006340684e-02
4.911872336272721640e+01,1.988915873284206881e-02,9.939036604617664805e-01,2.065159629276848777e-02,2.052569714976124754e-02
4.923425895223869020e+01,1.984369353696274069e-02,9.939015214327906467e-01,2.060438821909963553e-02,2.047873279915499514e-02
4.935006087879044401e+01,1.979833236738548843e-02,9.938994439153349125e-01,2.055728815951137281e-02,2.043187727014565344e-02
4.946612975635281373e+01,1.975307498306443435e-02,9.938974284405466264e-01,2.051029586371749813e-02,2.038513031550360025e-02
4.958246620031140139e+01,1.970792114350132171e-02,9.938954755397794161e-01,2.046341108200040726e-02,2.033849168851078679e-02
4.969907082747042182e+01,1.966287060874454332e-02,9.938935857412761754e-01,2.041663356521011483e-02,2.029196114289237574e-02
4.981594425605602083e+01,1.961792313938794455e-02,9.938917595791545434e-01,2.036996306476299146e-02,2.024553843299967820e-02
4.993308710571952957e+01,1.957307849656930027e-02,9.938899975996943192e-01,2.032339933264018517e-02,2.019922331393538342e-02
5.005049999754061218e+01,1.952833644196907623e-02,9.938883003380428738e-01,2.027694212138634114e-02,2.015301554107754023e-02
5.016818355403076879e+01,1.948369673780938824e-02,9.938866683446113681e-01,2.023059118410852619e-02,2.010691487061548946e-02
5.028613839913646899e+01,1.943915914685258664e-02,9.938851021646913919e-01,2.018434627447474039e-02,2.006092105913383564e-02
5.040436515824258379e+01,1.939472343239990321e-02,9.938836023566919309e-01,2.013820714671252232e-02,2.001503386397992038e-02
5.052286445817563276e+01,1.935038935829018134e-02,9.938821694768935622e-01,2.009217355560764806e-02,1.996925304295359832e-02
5.064163692720708099e+01,1.930615668889893929e-02,9.938808040776708763e-01,2.004624525650311462e-02,1.992357835427151225e-02
5.076068319505675674e+01,1.926202518913685754e-02,9.938795067315751020e-01,2.000042200529762726e-02,1.987800955704854475e-02
5.088000389289609160e+01,1.921799462444853321e-02,9.938782779998843742e-01,1.995470355844424296e-02,1.983254641066473090e-02
5.099959965335157364e+01,1.917406476081117903e-02,9.938771184592231078e-01,1.990908967294907975e-02,1.978718867529690936e-02
5.111947111050802306e+01,1.913023536473356517e-02,9.938760286774229735e-01,1.986358010637017182e-02,1.974193611143505028e-02
5.123961889991195306e+01,1.908650620325478761e-02,9.938750092340473685e-01,1.981817461681621706e-02,1.969678848029018242e-02
5.136004365857501597e+01,1.904287704394283520e-02,9.938740607107754421e-01,1.977287296294508168e-02,1.965174554360053089e-02
5.148074602497723617e+01,1.899934765489363908e-02,9.938731836886776083e-01,1.972767490396280451e-02,1.960680706357674150e-02
5.160172663907058421e+01,1.895591780472945589e-02,9.938723787656966735e-01,1.968258019962193517e-02,1.956197280324485296e-02
5.172298614228225944e+01,1.891258726259774717e-02,9.938716465289956226e-01,1.963758861022035784e-02,1.951724252589875919e-02
5.184452517751802958e+01,1.886935579817019745e-02,9.938709875744780042e-01,1.959269989660027134e-02,1.947261599548448519e-02
